Frame	Time	Elec	VdW	Nonbond	Total
0	0	-194.748	52.9593	-141.789	-141.789
1	0.2	-208.167	-112.836	-321.003	-321.003
2	0.4	-350.457	224.373	-126.084	-126.084
3	0.6	-294.83	207.732	-87.0976	-87.0976
4	0.8	-241.501	33.9387	-207.562	-207.562
5	1	-279.286	323.324	44.0381	44.0381
6	1.2	-376.026	501.855	125.829	125.829
7	1.4	-518.064	460.268	-57.7957	-57.7957
8	1.6	-472.818	40.5724	-432.246	-432.246
9	1.8	-414.105	155.08	-259.025	-259.025
10	2	-501.617	118.136	-383.481	-383.481
11	2.2	-489.565	371.978	-117.587	-117.587
12	2.4	-465.408	16.958	-448.45	-448.45
13	2.6	-515.98	274.728	-241.252	-241.252
14	2.8	-499.37	62.9837	-436.387	-436.387
15	3	-443.021	469.651	26.6309	26.6309
16	3.2	-468.298	197.319	-270.979	-270.979
17	3.4	-517.447	453.586	-63.8609	-63.8609
18	3.6	-492.84	167.916	-324.924	-324.924
19	3.8	-556.685	505.18	-51.5052	-51.5052
20	4	-510.487	60	-450.487	-450.487
21	4.2	-524.885	285.077	-239.808	-239.808
22	4.4	-564.642	431.555	-133.087	-133.087
23	4.6	-635.951	668.141	32.1907	32.1907
24	4.8	-561.418	147.745	-413.673	-413.673
25	5	-562.833	320.178	-242.655	-242.655
26	5.2	-559.873	286.211	-273.662	-273.662
27	5.4	-529.774	431.173	-98.6006	-98.6006
28	5.6	-453.641	398.718	-54.9232	-54.9232
29	5.8	-578.038	712.724	134.685	134.685
30	6	-593.467	270.823	-322.644	-322.644
31	6.2	-648.308	450.43	-197.879	-197.879
32	6.4	-587.664	789.022	201.358	201.358
33	6.6	-515.148	545.001	29.8532	29.8532
34	6.8	-554.967	409.366	-145.601	-145.601
35	7	-597.347	780.161	182.814	182.814
36	7.2	-553.785	282.863	-270.922	-270.922
37	7.4	-516.412	242.137	-274.275	-274.275
38	7.6	-567.271	611.394	44.1228	44.1228
39	7.8	-533.669	738.784	205.115	205.115
40	8	-475.839	360.964	-114.875	-114.875
41	8.2	-534.699	207.282	-327.416	-327.416
42	8.4	-596.952	327.217	-269.735	-269.735
43	8.6	-551.705	549.6	-2.1052	-2.1052
44	8.8	-501.81	435.186	-66.6238	-66.6238
45	9	-549.394	422.108	-127.286	-127.286
46	9.2	-597.832	567.463	-30.3687	-30.3687
47	9.4	-544.839	356.988	-187.851	-187.851
48	9.6	-588.951	747.834	158.883	158.883
49	9.8	-497.712	372.034	-125.679	-125.679
50	10	-530.053	515.624	-14.4298	-14.4298
51	10.2	-510.86	517.44	6.5805	6.5805
52	10.4	-556.504	429.704	-126.801	-126.801
53	10.6	-522.708	143.468	-379.24	-379.24
54	10.8	-545.919	651.846	105.928	105.928
55	11	-537.216	761.386	224.17	224.17
56	11.2	-531.426	316.741	-214.685	-214.685
57	11.4	-560.957	929.281	368.325	368.325
58	11.6	-528.034	992.5	464.466	464.466
59	11.8	-482.642	147.471	-335.17	-335.17
60	12	-433.013	542.804	109.791	109.791
61	12.2	-447.031	521.479	74.4481	74.4481
