Frame         Time          Elec          VdW           Nonbond       Total         
0             0             -509.512      -198.058      -707.57       -707.57       
1             1             -448.775      -181.755      -630.53       -630.53       
2             2             -451.769      -179.996      -631.765      -631.765      
3             3             -458.809      -181.193      -640.002      -640.002      
4             4             -506.956      -194.017      -700.973      -700.973      
5             5             -508.268      -202.353      -710.621      -710.621      
6             6             -511.681      -185.99       -697.671      -697.671      
7             7             -500.116      -202.452      -702.568      -702.568      
8             8             -442.496      -200.254      -642.75       -642.75       
9             9             -448.725      -208.805      -657.529      -657.529      
10            10            -456.251      -198.207      -654.458      -654.458      
11            11            -524.658      -219.993      -744.651      -744.651      
12            12            -547.402      -202.697      -750.099      -750.099      
13            13            -526.847      -203.291      -730.138      -730.138      
14            14            -504.443      -188.507      -692.95       -692.95       
15            15            -556.626      -196.724      -753.35       -753.35       
16            16            -551.833      -188.469      -740.302      -740.302      
17            17            -498          -191.695      -689.695      -689.695      
18            18            -489.241      -182.682      -671.923      -671.923      
19            19            -515.508      -179.797      -695.305      -695.305      
20            20            -524.912      -202.63       -727.542      -727.542      
21            21            -531.433      -197.03       -728.463      -728.463      
22            22            -497.095      -180.72       -677.815      -677.815      
23            23            -513.198      -205.039      -718.237      -718.237      
24            24            -531.446      -195.487      -726.932      -726.932      
25            25            -475.124      -204.755      -679.879      -679.879      
26            26            -466.329      -185.095      -651.424      -651.424      
27            27            -410.289      -201.873      -612.162      -612.162      
28            28            -502.408      -193.006      -695.414      -695.414      
29            29            -408.565      -202.984      -611.549      -611.549      
30            30            -480.637      -210.054      -690.69       -690.69       
31            31            -527.951      -232.827      -760.779      -760.779      
32            32            -482.91       -210.918      -693.829      -693.829      
33            33            -470.832      -226.342      -697.174      -697.174      
34            34            -463.014      -197.806      -660.819      -660.819      
35            35            -451.113      -199.38       -650.493      -650.493      
36            36            -414.236      -199.842      -614.077      -614.077      
37            37            -474.846      -193.423      -668.269      -668.269      
38            38            -421.279      -193.285      -614.563      -614.563      
39            39            -415.346      -216.524      -631.87       -631.87       
40            40            -400.692      -215.851      -616.543      -616.543      
41            41            -433.911      -204.589      -638.5        -638.5        
42            42            -514.139      -200.412      -714.551      -714.551      
43            43            -473.405      -218.813      -692.218      -692.218      
44            44            -404.429      -213.204      -617.632      -617.632      
45            45            -426.844      -213.39       -640.234      -640.234      
46            46            -385.849      -221.023      -606.871      -606.871      
47            47            -387.611      -205.877      -593.489      -593.489      
48            48            -413.137      -201.227      -614.364      -614.364      
49            49            -407.61       -214.309      -621.919      -621.919      
