Frame	Time	Elec	VdW	Nonbond
0	0	-153.983	-69.3282	-223.311
1	0.2	-138.015	-60.4287	-198.443
2	0.4	-25.4249	-64.3955	-89.8204
3	0.6	-44.0995	-69.0232	-113.123
4	0.8	6.6045	-76.7613	-70.1568
5	1	-48.024	-78.8781	-126.902
6	1.2	-70.8713	-77.161	-148.032
7	1.4	-76.6354	-74.1187	-150.754
8	1.6	-101.518	-67.3919	-168.91
9	1.8	-131.246	-77.0561	-208.302
10	2	-113.563	-91.703	-205.266
11	2.2	-159.331	-94.613	-253.944
12	2.4	-141.984	-82.9612	-224.945
13	2.6	-41.1216	-87.7863	-128.908
14	2.8	-113.851	-86.1111	-199.962
15	3	-150.01	-91.4553	-241.466
16	3.2	-201.868	-90.6892	-292.557
17	3.4	-190.166	-79.3054	-269.471
18	3.6	-212.007	-80.5795	-292.586
19	3.8	-77.5926	-84.9935	-162.586
20	4	-158.293	-85.6337	-243.927
21	4.2	-164.544	-83.5372	-248.081
22	4.4	-133.38	-74.1532	-207.533
23	4.6	-220.713	-85.4753	-306.189
24	4.8	-131.86	-81.9091	-213.769
25	5	-182.506	-90.6487	-273.155
26	5.2	-117.798	-89.1945	-206.992
27	5.4	-93.2109	-78.0666	-171.277
28	5.6	-157.05	-87.4935	-244.544
29	5.8	-113.806	-75.0094	-188.815
30	6	-90.7393	-68.9687	-159.708
31	6.2	-88.9587	-81.2229	-170.182
32	6.4	-119.576	-71.3517	-190.928
33	6.6	-108.028	-70.7325	-178.76
34	6.8	-50.3919	-73.4175	-123.809
35	7	-72.0707	-68.6859	-140.757
36	7.2	-62.3832	-75.2102	-137.593
37	7.4	-66.9304	-63.8813	-130.812
38	7.6	-94.6633	-64.1108	-158.774
39	7.8	-59.9072	-78.9004	-138.808
40	8	-68.8177	-87.5065	-156.324
41	8.2	-70.7341	-87.0439	-157.778
42	8.4	-75.7735	-80.4587	-156.232
43	8.6	-6.057	-74.0208	-80.0778
44	8.8	-80.0072	-72.8883	-152.896
45	9	-144.044	-78.8881	-222.933
46	9.2	-114.512	-96.3664	-210.879
47	9.4	-86.4543	-92.7784	-179.233
48	9.6	-156.035	-97.2348	-253.269
49	9.8	-134.064	-100.404	-234.468
50	10	-133.428	-92.6558	-226.084
51	10.2	-151.248	-97.1173	-248.365
52	10.4	-177.946	-99.3286	-277.275
53	10.6	-181.254	-98.8131	-280.068
54	10.8	-181.385	-92.6929	-274.078
55	11	-118.006	-89.7768	-207.783
56	11.2	-82.8664	-85.0068	-167.873
57	11.4	-113.211	-83.9753	-197.187
58	11.6	-120.482	-86.5663	-207.048
59	11.8	-98.873	-88.4059	-187.279
60	12	-112.944	-87.0012	-199.945
61	12.2	-148.582	-96.4334	-245.015
62	12.4	-192.84	-89.07	-281.91
63	12.6	-168.998	-82.9847	-251.983
64	12.8	-174.959	-82.6423	-257.602
65	13	-154.738	-76.2616	-230.999
66	13.2	-153.381	-85.0203	-238.401
67	13.4	-125.005	-89.5758	-214.581
68	13.6	-142.194	-88.4509	-230.645
69	13.8	-176.069	-97.2677	-273.336
70	14	-209.908	-90.1455	-300.053
71	14.2	-123.281	-88.2088	-211.49
72	14.4	-115.314	-86.7111	-202.025
73	14.6	-95.6308	-85.6583	-181.289
74	14.8	-91.6742	-83.9959	-175.67
75	15	-86.5602	-80.2613	-166.822
76	15.2	-113.993	-80.757	-194.75
77	15.4	-181.607	-83.8707	-265.478
78	15.6	-131.801	-84.605	-216.406
79	15.8	-120.605	-79.7845	-200.39
80	16	-172.114	-73.8354	-245.95
81	16.2	-140.994	-82.965	-223.959
82	16.4	-130.681	-77.3054	-207.986
83	16.6	-144.309	-91.2897	-235.599
84	16.8	-145.987	-82.8374	-228.824
85	17	-137.267	-86.0597	-223.327
86	17.2	-146.863	-83.5792	-230.443
87	17.4	-159.821	-78.5558	-238.377
88	17.6	-143.927	-74.769	-218.696
89	17.8	-163.607	-78.7449	-242.352
90	18	-166.05	-81.4767	-247.527
91	18.2	-154.581	-82.3222	-236.903
92	18.4	-172.156	-77.0375	-249.194
93	18.6	-192.233	-80.9118	-273.145
94	18.8	-153.365	-79.0318	-232.397
95	19	-178.002	-96.6243	-274.626
96	19.2	-158.426	-99.1599	-257.586
97	19.4	-201.357	-80.3259	-281.683
98	19.6	-227.166	-91.6211	-318.787
99	19.8	-208.553	-83.1236	-291.677
