Frame	Time	Elec	VdW	Nonbond
0	0	-4.1601	-24.0878	-28.2479
1	0.2	7.0149	-20.5091	-13.4942
2	0.4	-92.5807	-24.4152	-116.996
3	0.6	-50.3185	-25.5936	-75.9121
4	0.8	-54.3616	-24.9274	-79.289
5	1	-83.1896	-18.888	-102.078
6	1.2	-79.8075	-22.711	-102.519
7	1.4	-100.32	-26.4845	-126.804
8	1.6	-81.7854	-34.9278	-116.713
9	1.8	-34.9459	-26.684	-61.6299
10	2	-84.9576	-30.6233	-115.581
11	2.2	-106.797	-28.4604	-135.258
12	2.4	-55.9	-25.8608	-81.7608
13	2.6	-74.3853	-15.7468	-90.1321
14	2.8	-33.6663	-19.5832	-53.2495
15	3	10.0696	-22.8419	-12.7723
16	3.2	22.8801	-28.8142	-5.9341
17	3.4	-13.3688	-25.5466	-38.9154
18	3.6	-13.7244	-37.5102	-51.2346
19	3.8	-88.6556	-36.3283	-124.984
20	4	-54.2395	-38.5684	-92.8079
21	4.2	-78.5778	-35.0407	-113.619
22	4.4	-70.7352	-30.552	-101.287
23	4.6	-132.878	-34.1346	-167.012
24	4.8	-84.42	-31.4986	-115.919
25	5	-66.304	-33.744	-100.048
26	5.2	-64.4471	-32.2847	-96.7318
27	5.4	-96.9883	-20.5415	-117.53
28	5.6	-35.8082	-21.2051	-57.0133
29	5.8	-69.9386	-10.9674	-80.906
30	6	-78.4636	-14.976	-93.4396
31	6.2	-75.384	-17.2678	-92.6518
32	6.4	-133.905	-12.1832	-146.088
33	6.6	-16.474	-10.2042	-26.6782
34	6.8	-69.693	-10.9094	-80.6024
35	7	-56.8762	-15.94	-72.8162
36	7.2	-86.9888	-26.7514	-113.74
37	7.4	-57.4595	-26.75	-84.2095
38	7.6	-80.1394	-26.7739	-106.913
39	7.8	-32.7934	-24.6483	-57.4417
40	8	12.3209	-20.6525	-8.3316
41	8.2	-30.1661	-23.2391	-53.4052
42	8.4	-80.4405	-23.4439	-103.884
43	8.6	-93.9123	-23.746	-117.658
44	8.8	-54.3177	-22.727	-77.0447
45	9	-90.3564	-25.2921	-115.649
46	9.2	-94.612	-20.7385	-115.351
47	9.4	-99.6122	-15.7552	-115.367
48	9.6	-153.035	-25.0532	-178.088
49	9.8	-99.8542	-26.2646	-126.119
50	10	-102.433	-21.3158	-123.749
