Frame	Time	Elec	VdW	Nonbond
0	0	-177.983	-30.4674	-208.45
1	0.2	-216.107	-30.3044	-246.411
2	0.4	-225.658	-22.7024	-248.361
3	0.6	-111.811	-24.0107	-135.822
4	0.8	-104.696	-12.6497	-117.346
5	1	-106.031	-24.4072	-130.439
6	1.2	-149.808	-27.1577	-176.965
7	1.4	-165.153	-34.7917	-199.945
8	1.6	-210.762	-39.7878	-250.55
9	1.8	-230.595	-40.4087	-271.003
10	2	-186.218	-32.9126	-219.131
11	2.2	-86.1839	-30.9075	-117.091
12	2.4	-146.467	-31.8854	-178.352
13	2.6	-136.684	-33.6472	-170.331
14	2.8	-176.384	-28.8441	-205.229
15	3	-113.895	-29.793	-143.688
16	3.2	-272.25	-33.1274	-305.378
17	3.4	-227.466	-37.0936	-264.559
18	3.6	-229.797	-41.345	-271.142
19	3.8	-298.723	-44.3731	-343.096
20	4	-330.322	-45.1571	-375.479
21	4.2	-316.679	-33.6856	-350.365
22	4.4	-297.626	-47.5037	-345.129
23	4.6	-319.96	-46.6819	-366.642
24	4.8	-224.975	-38.9257	-263.901
25	5	-324.316	-35.44	-359.756
26	5.2	-216.963	-37.6794	-254.643
27	5.4	-213.32	-39.6661	-252.986
28	5.6	-263.94	-22.7033	-286.643
29	5.8	-222.55	-35.9361	-258.486
30	6	-207.254	-36.2418	-243.496
31	6.2	-240.195	-30.2213	-270.416
32	6.4	-161.084	-32.2119	-193.296
33	6.6	-206.183	-26.8299	-233.013
34	6.8	-117.992	-17.3164	-135.308
35	7	-135.43	-18.4163	-153.847
36	7.2	-172.314	-18.8978	-191.212
37	7.4	-117.712	-21.9211	-139.633
38	7.6	-171.086	-24.8427	-195.929
39	7.8	-148.873	-29.9987	-178.871
40	8	-169.454	-23.404	-192.858
41	8.2	-134.899	-23.2131	-158.112
42	8.4	-97.6233	-16.5906	-114.214
43	8.6	-170.958	-20.0368	-190.995
44	8.8	-134.259	-29.7808	-164.04
45	9	-112.715	-23.3781	-136.093
46	9.2	-137.495	-22.6014	-160.097
47	9.4	-103.127	-18.2667	-121.394
48	9.6	-160.379	-20.8595	-181.238
49	9.8	-19.9078	-13.7141	-33.6219
50	10	-67.0547	-12.6985	-79.7532
51	10.2	-90.9686	-22.3175	-113.286
52	10.4	-92.4486	-18.9349	-111.384
53	10.6	-113.167	-21.3393	-134.506
54	10.8	-76.2575	-17.1495	-93.407
55	11	-159.522	-21.0059	-180.528
56	11.2	-135.71	-20.7696	-156.479
57	11.4	-116.782	-21.2326	-138.015
58	11.6	-167.787	-19.0561	-186.843
59	11.8	-152.054	-21.4721	-173.526
60	12	-130.842	-16.4434	-147.285
61	12.2	-144.768	-15.9817	-160.75
62	12.4	-98.9094	-18.893	-117.802
63	12.6	-151.746	-18.4329	-170.179
64	12.8	-126.706	-14.1268	-140.833
65	13	-124.388	-14.9196	-139.308
66	13.2	-150.131	-21.4516	-171.582
67	13.4	-193.697	-19.2711	-212.968
68	13.6	-211.51	-20.4249	-231.934
69	13.8	-168.04	-12.6951	-180.735
70	14	-61.2119	-11.2975	-72.5094
71	14.2	-9.3281	-15.9628	-25.2909
72	14.4	-124.962	-23.6106	-148.573
73	14.6	-110.769	-23.7611	-134.53
74	14.8	-83.9435	-19.1713	-103.115
75	15	-69.5921	-16.8322	-86.4243
76	15.2	-109.9	-18.7949	-128.695
77	15.4	-98.2463	-18.6699	-116.916
78	15.6	-69.5614	-15.3767	-84.9381
79	15.8	-36.5295	-9.2757	-45.8052
80	16	-102.72	-10.5552	-113.275
81	16.2	-86.2873	-9.6614	-95.9487
82	16.4	-39.7107	-7.1571	-46.8678
83	16.6	-112.421	-13.7886	-126.21
84	16.8	-134.272	-17.7768	-152.049
85	17	-132.621	-11.5839	-144.205
86	17.2	-120.483	-10.5212	-131.004
87	17.4	-79.3814	-15.9008	-95.2822
88	17.6	-120.001	-11.987	-131.988
89	17.8	-114.369	-17.9883	-132.357
90	18	-124.305	-15.0977	-139.403
91	18.2	-57.4011	-11.2678	-68.6689
92	18.4	-119.122	-11.6512	-130.773
93	18.6	-90.4534	-18.0365	-108.49
94	18.8	-96.8851	-11.9058	-108.791
95	19	-102.85	-13.913	-116.763
96	19.2	-64.8331	-12.5698	-77.4029
97	19.4	-78.0898	-19.2752	-97.365
98	19.6	-85.618	-10.4791	-96.0971
99	19.8	-41.2111	-10.319	-51.5301
100	20	-52.4913	-8.8744	-61.3657
101	20.2	-64.9904	-13.0335	-78.0239
102	20.4	-50.4539	-10.9196	-61.3735
103	20.6	-42.2334	-11.9631	-54.1965
104	20.8	-69.4959	-16.0411	-85.537
105	21	-44.2155	-10.434	-54.6495
106	21.2	-68.532	-11.8912	-80.4232
107	21.4	-35.0075	-19.5927	-54.6002
108	21.6	-69.5786	-20.4958	-90.0744
109	21.8	-31.888	-21.6418	-53.5298
110	22	-43.3179	-19.2216	-62.5395
111	22.2	-67.061	-21.3977	-88.4587
112	22.4	-60.9631	-21.6056	-82.5687
113	22.6	-80.8685	-18.6548	-99.5233
114	22.8	-55.2353	-13.7549	-68.9902
115	23	-43.4988	-11.7711	-55.2699
116	23.2	-26.9456	-8.344	-35.2896
117	23.4	-51.3398	-13.0713	-64.4111
118	23.6	-17.9901	-15.101	-33.0911
119	23.8	-1.151	-16.2621	-17.4131
120	24	16.997	-14.9766	2.0204
121	24.2	-29.2195	-16.1903	-45.4098
122	24.4	4.1808	-14.6046	-10.4238
123	24.6	-46.4378	-22.2029	-68.6407
124	24.8	-84.0395	-27.0562	-111.096
125	25	-79.0401	-26.2022	-105.242
126	25.2	-61.0181	-28.7782	-89.7963
127	25.4	-19.5906	-30.5505	-50.1411
128	25.6	-12.3572	-30.156	-42.5132
129	25.8	-49.7947	-22.4988	-72.2935
130	26	-135.806	-31.8887	-167.695
131	26.2	-137.429	-35.0361	-172.465
132	26.4	-109.523	-27.9857	-137.509
133	26.6	-152.189	-27.5672	-179.756
134	26.8	-121.711	-20.038	-141.749
135	27	-92.0464	-15.5144	-107.561
136	27.2	-48.2404	-20.8831	-69.1235
137	27.4	-76.6828	-25.0475	-101.73
138	27.6	-74.8575	-19.0294	-93.8869
139	27.8	-40.859	-17.0724	-57.9314
140	28	-7.4631	-18.3963	-25.8594
141	28.2	-89.6961	-14.7286	-104.425
142	28.4	-85.0946	-17.7765	-102.871
143	28.6	-73.7346	-21.0602	-94.7948
144	28.8	-92.288	-16.1718	-108.46
145	29	-83.4988	-17.5128	-101.012
146	29.2	-48.4401	-17.1079	-65.548
147	29.4	-40.8414	-13.0988	-53.9402
148	29.6	-84.8667	-12.4589	-97.3256
149	29.8	-32.0009	-10.0707	-42.0716
150	30	-42.4897	-11.8668	-54.3565
151	30.2	-160.523	-19.5618	-180.084
152	30.4	-128.32	-19.5396	-147.86
153	30.6	-148.469	-23.7951	-172.265
154	30.8	-165.106	-23.9458	-189.052
155	31	-187.574	-32.422	-219.996
156	31.2	-165.07	-26.9299	-192
157	31.4	-196.162	-34.064	-230.226
158	31.6	-161.461	-23.86	-185.321
159	31.8	-103.668	-23.493	-127.161
160	32	-213.534	-23.5596	-237.094
161	32.2	-198.297	-30.371	-228.668
162	32.4	-112.422	-33.4661	-145.888
163	32.6	-131.256	-26.953	-158.209
164	32.8	-143.18	-21.9474	-165.128
165	33	-155.978	-27.4406	-183.419
166	33.2	-186.138	-35.2275	-221.365
167	33.4	-156.847	-29.4879	-186.335
168	33.6	-168.515	-33.4691	-201.984
169	33.8	-130.976	-29.9209	-160.897
170	34	-163.274	-40.123	-203.397
171	34.2	-110.121	-35.2482	-145.369
172	34.4	-99.3441	-30.8893	-130.233
173	34.6	-122.433	-32.6454	-155.078
174	34.8	-172.1	-31.6699	-203.769
175	35	-128.886	-35.6935	-164.579
176	35.2	-96.4954	-30.6119	-127.107
177	35.4	-89.2858	-30.8032	-120.089
178	35.6	-96.9494	-28.2609	-125.21
179	35.8	-146.401	-31.0793	-177.48
180	36	-78.7522	-34.0212	-112.773
181	36.2	-131.722	-30.7228	-162.445
182	36.4	-170.818	-29.1917	-200.01
183	36.6	-79.3803	-22.1728	-101.553
184	36.8	-59.675	-28.0521	-87.7271
185	37	-69.9204	-25.8985	-95.8189
186	37.2	-83.9688	-30.9934	-114.962
187	37.4	-106.054	-32.1707	-138.224
188	37.6	-123.059	-32.8063	-155.865
189	37.8	-167.772	-35.5362	-203.309
190	38	-180.128	-38.4639	-218.592
191	38.2	-148.607	-32.8512	-181.459
192	38.4	-134.199	-38.2585	-172.457
193	38.6	-128.258	-47.3053	-175.563
194	38.8	-226.926	-31.572	-258.498
195	39	-166.586	-32.4934	-199.08
196	39.2	-95.5366	-29.8451	-125.382
197	39.4	-105.213	-29.2514	-134.465
198	39.6	-102.02	-24.4367	-126.457
199	39.8	-76.5291	-31.0182	-107.547
200	40	-73.487	-27.3391	-100.826
201	40.2	-89.4556	-25.7058	-115.161
202	40.4	-90.0726	-29.5914	-119.664
203	40.6	-61.5728	-22.3341	-83.9069
204	40.8	-70.0368	-26.9901	-97.0269
205	41	-106.942	-24.3958	-131.337
206	41.2	-91.9683	-13.764	-105.732
207	41.4	-74.8126	-27.1755	-101.988
208	41.6	-83.6488	-24.6083	-108.257
209	41.8	-101.952	-25.7972	-127.749
210	42	-95.4815	-21.1474	-116.629
211	42.2	-169.158	-15.2555	-184.414
