Frame         Time          Elec          VdW           Nonbond       Total         
0             0             -1.3051       -2.8348       -4.1399       -4.1399       
1             1             +1.6539       -3.1167       -1.4628       -1.4628       
2             2             +1.9936       -2.1415       -0.1479       -0.1479       
3             3             +4.2374       -3.5282       +0.7092       +0.7092       
4             4             -0.3495       -1.9331       -2.2826       -2.2826       
5             5             -5.5408       -2.0246       -7.5654       -7.5654       
6             6             +6.2305       -2.5753       +3.6552       +3.6552       
7             7             +2.4955       -3.1759       -0.6804       -0.6804       
8             8             +4.9484       -3.0026       +1.9458       +1.9458       
9             9             +0.8499       -2.4727       -1.6228       -1.6228       
10            10            +0.5136       -2.2534       -1.7398       -1.7398       
11            11            +1.8921       -2.5954       -0.7033       -0.7033       
12            12            +5.8271       -2.9153       +2.9118       +2.9118       
13            13            +4.3931       -1.7261       +2.667        +2.667        
14            14            -0.5386       -1.6934       -2.232        -2.232        
15            15            +0.2339       -2.0775       -1.8436       -1.8436       
16            16            +0.8524       -0.8969       -0.0445       -0.0445       
17            17            +1.3373       -1.2748       +0.0625       +0.0625       
18            18            -2.4683       -2.8584       -5.3267       -5.3267       
19            19            -0.2132       -1.2644       -1.4776       -1.4776       
20            20            +3.5878       -3.1349       +0.4529       +0.4529       
21            21            +1.1818       -3.4699       -2.2881       -2.2881       
22            22            +0.2312       -5.5301       -5.2989       -5.2989       
23            23            -2.6136       -5.2548       -7.8684       -7.8684       
24            24            -3.1813       -3.92         -7.1013       -7.1013       
25            25            +2.0562       -6.3557       -4.2995       -4.2995       
26            26            -1.3296       -4.8921       -6.2217       -6.2217       
27            27            -5.1429       -6.2468       -11.3897      -11.3897      
28            28            -4.4358       -3.602        -8.0378       -8.0378       
29            29            +1.7002       -6.0176       -4.3174       -4.3174       
30            30            -1.8021       -6.5564       -8.3585       -8.3585       
31            31            -3.726        -6.9974       -10.7234      -10.7234      
32            32            -1.4048       -8.153        -9.5578       -9.5578       
33            33            -6.0823       -8.2493       -14.3316      -14.3316      
34            34            -0.6188       -6.228        -6.8468       -6.8468       
35            35            -2.3619       -7.2437       -9.6056       -9.6056       
36            36            +1.6418       -4.9954       -3.3536       -3.3536       
37            37            -0.687        -6.1972       -6.8842       -6.8842       
38            38            -0.2191       -5.4812       -5.7003       -5.7003       
39            39            +0.7218       -5.6311       -4.9093       -4.9093       
40            40            +2.7454       -6.8721       -4.1267       -4.1267       
41            41            +0.4989       -6.586        -6.0871       -6.0871       
42            42            +1.1193       -4.7621       -3.6428       -3.6428       
43            43            +2.2346       -3.3346       -1.1          -1.1          
44            44            +0.0832       -4.9651       -4.8819       -4.8819       
45            45            -0.1048       -6.2862       -6.391        -6.391        
46            46            -1.189        -9.9041       -11.0931      -11.0931      
47            47            +0.4452       -6.9306       -6.4854       -6.4854       
48            48            +1.7345       -8.8371       -7.1026       -7.1026       
49            49            +3.2516       -6.0747       -2.8231       -2.8231       
50            50            +5.3515       -4.5196       +0.8319       +0.8319       
51            51            +4.1243       -3.6607       +0.4636       +0.4636       
52            52            +3.8396       -1.3933       +2.4463       +2.4463       
53            53            +1.0126       -0.4325       +0.5801       +0.5801       
54            54            +1.0154       -0.5931       +0.4223       +0.4223       
55            55            -0.3293       -1.1473       -1.4766       -1.4766       
56            56            -3.7255       -0.7379       -4.4634       -4.4634       
57            57            -2.8318       -1.1248       -3.9566       -3.9566       
58            58            +0.6198       -1.1182       -0.4984       -0.4984       
59            59            +5.2973       -1.725        +3.5723       +3.5723       
60            60            +1.637        -1.8858       -0.2488       -0.2488       
61            61            +2.8977       -1.0769       +1.8208       +1.8208       
62            62            +2.6406       -1.5226       +1.118        +1.118        
63            63            +5.2239       -1.1578       +4.0661       +4.0661       
64            64            -1.8858       -0.4005       -2.2863       -2.2863       
65            65            -4.9873       -3.2322       -8.2195       -8.2195       
66            66            -1.2406       -2.5373       -3.7779       -3.7779       
67            67            -1.8328       -3.3376       -5.1704       -5.1704       
68            68            -1.3926       -2.746        -4.1386       -4.1386       
69            69            -6.9588       -3.1469       -10.1057      -10.1057      
70            70            -4.3413       -3.2205       -7.5618       -7.5618       
71            71            +1.7436       -4.1083       -2.3647       -2.3647       
72            72            +0.5813       -3.2374       -2.6561       -2.6561       
73            73            -4.6932       -3.803        -8.4962       -8.4962       
74            74            -2.0526       -5.5242       -7.5768       -7.5768       
75            75            +0.1895       -4.1707       -3.9812       -3.9812       
76            76            -1.3504       -4.0694       -5.4198       -5.4198       
77            77            -0.0117       -2.9359       -2.9476       -2.9476       
78            78            -2.6528       -2.243        -4.8958       -4.8958       
79            79            +1.1594       -2.8139       -1.6545       -1.6545       
80            80            -2.094        -4.1981       -6.2921       -6.2921       
81            81            -2.2101       -6.143        -8.3531       -8.3531       
82            82            +1.129        -5.2834       -4.1544       -4.1544       
83            83            +5.24         -3.7154       +1.5246       +1.5246       
84            84            +3.4855       -4.9199       -1.4344       -1.4344       
85            85            -1.3079       -5.1175       -6.4254       -6.4254       
86            86            +2.1981       -6.441        -4.2429       -4.2429       
87            87            +7.688        -2.5977       +5.0903       +5.0903       
88            88            +5.337        -4.3898       +0.9472       +0.9472       
89            89            +6.8847       -3.0774       +3.8073       +3.8073       
90            90            +4.049        -4.4666       -0.4176       -0.4176       
91            91            +4.9811       -3.9429       +1.0382       +1.0382       
92            92            +0.1362       -3.333        -3.1968       -3.1968       
93            93            +1.7234       -4.6565       -2.9331       -2.9331       
94            94            +0.9021       -2.1723       -1.2702       -1.2702       
95            95            +2.1318       -3.6594       -1.5276       -1.5276       
96            96            +2.9172       -4.0489       -1.1317       -1.1317       
97            97            +1.7354       -4.432        -2.6966       -2.6966       
98            98            -1.9681       -4.5467       -6.5148       -6.5148       
99            99            -3.1599       -6.1983       -9.3582       -9.3582       
100           100           +0.4385       -4.6609       -4.2224       -4.2224       
101           101           +0.9903       -4.9637       -3.9734       -3.9734       
102           102           -0.4445       -3.1385       -3.583        -3.583        
103           103           -0.9583       -2.8192       -3.7775       -3.7775       
104           104           +1.7566       -3.6262       -1.8696       -1.8696       
105           105           +1.6159       -3.5674       -1.9515       -1.9515       
106           106           +4.5951       -2.5726       +2.0225       +2.0225       
107           107           +1.0255       -5.5598       -4.5343       -4.5343       
108           108           +2.4139       -4.6786       -2.2647       -2.2647       
109           109           +0.1164       -2.8164       -2.7          -2.7          
110           110           -1.2508       -2.6429       -3.8937       -3.8937       
