Frame	Time	Elec	VdW	Nonbond
346	69.2	-461.058	-223.988	-685.046
347	69.4	-452.295	-221.937	-674.233
348	69.6	-455.347	-217.078	-672.425
349	69.8	-433.955	-219.433	-653.388
350	70	-540.404	-234.464	-774.867
351	70.2	-511.058	-244.885	-755.942
352	70.4	-559.807	-223.359	-783.166
353	70.6	-561.95	-237.769	-799.719
354	70.8	-465.286	-224.723	-690.009
355	71	-516.319	-234.689	-751.008
356	71.2	-572.411	-216.327	-788.738
357	71.4	-595.093	-218.44	-813.533
358	71.6	-546.334	-228.997	-775.331
359	71.8	-532.217	-208.531	-740.749
360	72	-552.022	-213.619	-765.641
361	72.2	-562.448	-217.073	-779.52
362	72.4	-487.182	-217.196	-704.378
363	72.6	-517.394	-221.85	-739.244
364	72.8	-419.885	-222.325	-642.21
365	73	-413.277	-203.482	-616.76
366	73.2	-346.28	-215.334	-561.614
367	73.4	-409.145	-220.772	-629.918
368	73.6	-429.701	-227.261	-656.961
369	73.8	-433.114	-219.275	-652.389
370	74	-437.988	-228.078	-666.066
371	74.2	-320.457	-232.046	-552.503
372	74.4	-408.576	-233.913	-642.489
373	74.6	-477.082	-231.019	-708.101
374	74.8	-416.785	-239.831	-656.616
375	75	-473.924	-234.06	-707.984
376	75.2	-366.942	-225.132	-592.074
377	75.4	-354.291	-235.237	-589.528
378	75.6	-377.849	-226.433	-604.282
379	75.8	-269.668	-222.924	-492.593
380	76	-182.979	-237.086	-420.065
381	76.2	-281.471	-246.38	-527.851
382	76.4	-279.863	-232.793	-512.656
383	76.6	-349.636	-236.791	-586.427
384	76.8	-361.296	-235.034	-596.33
385	77	-397.153	-244.096	-641.25
386	77.2	-366.021	-229.326	-595.346
387	77.4	-504.232	-232.871	-737.103
388	77.6	-525.146	-216.475	-741.621
389	77.8	-504.827	-220.7	-725.527
390	78	-455.422	-229.63	-685.052
391	78.2	-472.703	-226.845	-699.549
392	78.4	-458.464	-231.752	-690.216
393	78.6	-406.102	-229.642	-635.744
394	78.8	-375.316	-218.423	-593.739
395	79	-355.845	-233.066	-588.911
396	79.2	-410.841	-238.304	-649.145
397	79.4	-443.94	-229.999	-673.938
398	79.6	-391.158	-237	-628.158
399	79.8	-368.384	-239.812	-608.196
400	80	-466.845	-209.57	-676.415
401	80.2	-522.599	-205.604	-728.203
402	80.4	-568.735	-242.142	-810.877
403	80.6	-547.375	-226.453	-773.829
404	80.8	-524.439	-235.629	-760.069
405	81	-485.255	-240.115	-725.37
406	81.2	-529.502	-236.747	-766.249
407	81.4	-451.012	-245.406	-696.418
408	81.6	-553.505	-207.845	-761.35
409	81.8	-438.087	-216.926	-655.014
410	82	-412.345	-234.802	-647.147
411	82.2	-423.079	-215.59	-638.669
412	82.4	-448.945	-224.004	-672.949
413	82.6	-436.636	-220.024	-656.661
414	82.8	-469.685	-217.549	-687.234
415	83	-509.3	-230.267	-739.567
416	83.2	-462.198	-232.259	-694.457
417	83.4	-433.535	-243.295	-676.83
418	83.6	-536.652	-230.447	-767.1
419	83.8	-517.91	-237.398	-755.308
420	84	-457.99	-229.813	-687.803
421	84.2	-555.182	-229.358	-784.539
422	84.4	-601.811	-240.671	-842.482
423	84.6	-546.949	-239.712	-786.661
424	84.8	-493.634	-222.487	-716.121
425	85	-468.334	-202.306	-670.64
426	85.2	-417.112	-210.22	-627.332
427	85.4	-468.966	-224.273	-693.239
428	85.6	-428.788	-216.873	-645.662
429	85.8	-421.398	-204.985	-626.383
430	86	-446.943	-229.841	-676.784
431	86.2	-326.745	-229.555	-556.3
432	86.4	-461.303	-212.18	-673.484
433	86.6	-501.387	-212.677	-714.063
434	86.8	-487.748	-220.185	-707.932
435	87	-409.519	-249.963	-659.482
436	87.2	-401.495	-234.964	-636.458
437	87.4	-390.624	-213.236	-603.86
438	87.6	-380.286	-216.803	-597.09
439	87.8	-317.735	-211.258	-528.993
440	88	-303.526	-213.51	-517.036
441	88.2	-347.732	-219.378	-567.11
442	88.4	-340.536	-227.983	-568.52
443	88.6	-333.364	-220.756	-554.12
444	88.8	-392.872	-220.277	-613.148
445	89	-425.986	-219.268	-645.254
446	89.2	-439.287	-239.921	-679.208
447	89.4	-488.355	-235.616	-723.971
448	89.6	-412.187	-219.498	-631.685
449	89.8	-309.89	-233.812	-543.701
450	90	-295.152	-240.559	-535.711
451	90.2	-310.043	-231.32	-541.362
452	90.4	-250.857	-212.062	-462.918
453	90.6	-285.104	-220.487	-505.591
454	90.8	-273.044	-212.522	-485.565
455	91	-284.718	-227.543	-512.262
456	91.2	-397.987	-227.791	-625.778
457	91.4	-435.348	-236.161	-671.51
458	91.6	-413.062	-223.201	-636.263
459	91.8	-488.604	-238.801	-727.405
460	92	-458.844	-237.715	-696.559
461	92.2	-463.954	-231.358	-695.312
462	92.4	-478.482	-239.624	-718.106
463	92.6	-424.588	-236.584	-661.173
464	92.8	-460.92	-243.997	-704.916
465	93	-469.292	-249.038	-718.33
466	93.2	-515.123	-243.945	-759.068
467	93.4	-538.626	-242.635	-781.262
468	93.6	-541.554	-264.381	-805.935
469	93.8	-604.301	-269	-873.301
470	94	-574.954	-246.745	-821.699
471	94.2	-434.057	-239.326	-673.383
472	94.4	-477.469	-250.297	-727.765
473	94.6	-475.572	-237.778	-713.35
474	94.8	-469.077	-211.401	-680.478
475	95	-506.881	-220.653	-727.534
476	95.2	-501.193	-244.946	-746.139
477	95.4	-481.72	-248.904	-730.625
478	95.6	-490.273	-271.263	-761.535
479	95.8	-441.264	-254.451	-695.715
480	96	-469.625	-251.518	-721.142
481	96.2	-442.368	-234.306	-676.675
482	96.4	-479.639	-231.212	-710.851
483	96.6	-486.37	-213.099	-699.468
484	96.8	-490.691	-239.63	-730.321
485	97	-511.541	-228.478	-740.018
486	97.2	-384.89	-244.366	-629.255
487	97.4	-447.912	-257.952	-705.864
488	97.6	-530.38	-231.697	-762.077
489	97.8	-455.516	-237.163	-692.679
490	98	-425.166	-230.769	-655.936
491	98.2	-437.84	-235.142	-672.982
492	98.4	-413.603	-227.684	-641.287
493	98.6	-454.55	-234.709	-689.258
494	98.8	-391.068	-222.741	-613.809
495	99	-364.399	-232.633	-597.032
496	99.2	-401.717	-242.775	-644.492
497	99.4	-449.084	-203.03	-652.115
498	99.6	-531.435	-214.616	-746.05
499	99.8	-441.863	-238.231	-680.094
500	100	-402.661	-234.442	-637.103
501	100.2	-469.101	-210.821	-679.922
502	100.4	-398.572	-221.572	-620.144
503	100.6	-458.441	-227.129	-685.57
504	100.8	-440.811	-226.042	-666.854
505	101	-509.859	-229.469	-739.328
506	101.2	-537.139	-224.82	-761.96
507	101.4	-618.603	-238.561	-857.164
508	101.6	-582.792	-219.424	-802.216
509	101.8	-521.271	-211.19	-732.462
510	102	-458.875	-234.049	-692.924
511	102.2	-483.881	-216.318	-700.199
512	102.4	-471.832	-212.199	-684.03
513	102.6	-477.84	-236.421	-714.261
514	102.8	-428.717	-229.322	-658.039
515	103	-449.567	-218.332	-667.899
516	103.2	-491.918	-216.997	-708.914
517	103.4	-494.196	-201.219	-695.415
518	103.6	-535.192	-216.432	-751.624
519	103.8	-549.673	-207.128	-756.8
520	104	-509.911	-222.903	-732.813
521	104.2	-540.464	-216.496	-756.961
522	104.4	-535.864	-229.13	-764.994
523	104.6	-517.508	-223.857	-741.365
524	104.8	-476.986	-211.257	-688.244
525	105	-518.68	-221.581	-740.26
526	105.2	-493.981	-225.809	-719.79
527	105.4	-462.593	-233.802	-696.394
528	105.6	-497.035	-240.565	-737.599
529	105.8	-469.218	-228.643	-697.862
530	106	-501.034	-229.119	-730.154
531	106.2	-433.401	-221.647	-655.047
532	106.4	-450.629	-223.93	-674.559
533	106.6	-413.172	-226.527	-639.699
534	106.8	-414.847	-212.145	-626.992
535	107	-372.418	-218.722	-591.14
536	107.2	-391.832	-209.118	-600.949
537	107.4	-405.229	-206.916	-612.145
538	107.6	-428.475	-209.131	-637.607
539	107.8	-364.553	-221.602	-586.155
540	108	-347.673	-213.804	-561.477
541	108.2	-354.344	-232.397	-586.741
542	108.4	-362.792	-222.671	-585.463
543	108.6	-385.75	-202.499	-588.249
544	108.8	-258.956	-226.383	-485.339
545	109	-314.093	-226.51	-540.603
546	109.2	-407.673	-213.124	-620.797
547	109.4	-407.469	-220.153	-627.622
548	109.6	-413.273	-207.844	-621.117
549	109.8	-452.783	-223.173	-675.956
550	110	-378.498	-186.992	-565.49
551	110.2	-330.312	-222.47	-552.782
552	110.4	-297.641	-225.167	-522.808
553	110.6	-352.804	-222.753	-575.557
554	110.8	-382.094	-228.15	-610.244
555	111	-311.528	-229.984	-541.512
556	111.2	-341.421	-222.309	-563.73
557	111.4	-373.319	-225.413	-598.732
558	111.6	-380.723	-225.565	-606.287
559	111.8	-327.13	-218.663	-545.793
560	112	-350.474	-212.751	-563.225
561	112.2	-307.426	-220.824	-528.25
562	112.4	-389.097	-208.058	-597.155
563	112.6	-412.131	-227.871	-640.002
564	112.8	-337.13	-215.075	-552.205
565	113	-460.173	-221.852	-682.025
566	113.2	-444.508	-208.811	-653.319
567	113.4	-438.801	-223.869	-662.67
568	113.6	-439.368	-230.868	-670.236
569	113.8	-461.603	-214.701	-676.304
570	114	-510.649	-208.701	-719.35
571	114.2	-462.285	-222.988	-685.273
572	114.4	-453.449	-225.785	-679.234
573	114.6	-502.075	-233.289	-735.364
574	114.8	-572.811	-231.807	-804.618
575	115	-551.843	-234.864	-786.707
576	115.2	-513.505	-248.3	-761.806
577	115.4	-495.721	-230.111	-725.832
578	115.6	-417.447	-238.589	-656.036
579	115.8	-446.184	-227.717	-673.901
580	116	-449.707	-237.754	-687.461
581	116.2	-432.545	-238.905	-671.451
582	116.4	-440.774	-228.077	-668.851
583	116.6	-386.726	-240.575	-627.301
584	116.8	-332.89	-219.212	-552.102
585	117	-355.23	-234.181	-589.411
586	117.2	-416.503	-221.811	-638.313
587	117.4	-338.049	-232.988	-571.037
588	117.6	-444.002	-222.58	-666.582
589	117.8	-448.854	-233.366	-682.22
590	118	-410.072	-244.39	-654.462
591	118.2	-404.261	-229.194	-633.455
592	118.4	-375.514	-237.636	-613.15
593	118.6	-390.087	-227.286	-617.373
594	118.8	-458.251	-241.726	-699.977
595	119	-484.468	-252.171	-736.639
596	119.2	-498.88	-251.044	-749.925
597	119.4	-453.719	-238.86	-692.579
598	119.6	-291.739	-244.379	-536.118
599	119.8	-321.253	-237.178	-558.431
600	120	-340.173	-263.598	-603.771
601	120.2	-354.763	-237.739	-592.503
602	120.4	-480.585	-228.754	-709.339
603	120.6	-326.437	-235.194	-561.63
604	120.8	-296.969	-214.878	-511.847
605	121	-223.788	-206.007	-429.795
606	121.2	-200.693	-233.895	-434.588
607	121.4	-359.943	-223.305	-583.248
608	121.6	-537.872	-236.222	-774.094
609	121.8	-449.749	-227.481	-677.23
610	122	-382.342	-218.235	-600.577
611	122.2	-338.872	-217.142	-556.014
612	122.4	-355.762	-246.1	-601.862
613	122.6	-403.604	-232.22	-635.824
614	122.8	-427.082	-237.28	-664.363
615	123	-496.214	-241.345	-737.559
616	123.2	-422.856	-242.066	-664.922
617	123.4	-498.101	-249.103	-747.204
618	123.6	-554.194	-245.182	-799.376
619	123.8	-564.937	-240.494	-805.431
620	124	-639.177	-231.741	-870.918
621	124.2	-580.967	-231.556	-812.523
622	124.4	-563.905	-248.307	-812.211
623	124.6	-479.376	-243.728	-723.104
624	124.8	-523.044	-240.957	-764.001
625	125	-537.846	-254.677	-792.523
626	125.2	-454.405	-254.838	-709.243
627	125.4	-544.571	-228.897	-773.467
628	125.6	-476.806	-252.861	-729.667
629	125.8	-512.208	-255.66	-767.868
630	126	-496.207	-245.725	-741.932
631	126.2	-516.73	-244.234	-760.964
632	126.4	-445.14	-260.035	-705.175
633	126.6	-376.281	-263.022	-639.303
634	126.8	-454.661	-273.093	-727.754
635	127	-503.387	-262.583	-765.97
636	127.2	-502.997	-255.074	-758.071
637	127.4	-550.214	-261.148	-811.362
638	127.6	-601.344	-245.657	-847.001
639	127.8	-559.36	-241.342	-800.702
640	128	-578.147	-245.59	-823.737
641	128.2	-546.641	-252.821	-799.462
642	128.4	-620.099	-245.101	-865.199
643	128.6	-612.161	-244.235	-856.396
644	128.8	-535.263	-247.841	-783.104
645	129	-501.012	-238.912	-739.924
646	129.2	-493.145	-229.304	-722.449
647	129.4	-676.321	-248.179	-924.5
648	129.6	-598.833	-243.46	-842.293
649	129.8	-659.365	-229.959	-889.324
650	130	-677.445	-262.086	-939.531
651	130.2	-664.234	-231.262	-895.496
652	130.4	-583.658	-253.667	-837.325
653	130.6	-578.184	-254.34	-832.524
654	130.8	-592.894	-251.118	-844.012
655	131	-513.329	-264.819	-778.148
656	131.2	-478.082	-267.1	-745.182
657	131.4	-449.692	-275.768	-725.46
658	131.6	-361.187	-261.108	-622.295
659	131.8	-419.474	-291.331	-710.805
660	132	-417.255	-264.211	-681.466
661	132.2	-356.747	-266.221	-622.969
662	132.4	-351.705	-259.417	-611.122
663	132.6	-458.668	-265.641	-724.309
664	132.8	-503.435	-265.161	-768.596
665	133	-478.706	-265.203	-743.909
666	133.2	-493.334	-264.12	-757.455
667	133.4	-460.402	-296.517	-756.92
668	133.6	-443.354	-285.159	-728.514
669	133.8	-405.474	-266.863	-672.338
670	134	-275.88	-270.449	-546.329
671	134.2	-313.118	-276.811	-589.929
672	134.4	-354.847	-258.356	-613.203
673	134.6	-402.335	-277.143	-679.477
674	134.8	-445.2	-248.558	-693.758
675	135	-296.207	-255.19	-551.398
