Frame	Time	Elec	VdW	Nonbond
0	60	-151.662	-44.8956	-196.557
1	60.2	-148.32	-51.6882	-200.009
2	60.4	-134.968	-47.638	-182.606
3	60.6	-119.775	-53.5675	-173.342
4	60.8	-100.582	-55.0212	-155.603
5	61	-126.497	-46.1305	-172.628
6	61.2	-137.046	-43.3201	-180.366
7	61.4	-135.318	-44.0931	-179.411
8	61.6	-126.381	-54.2346	-180.616
9	61.8	-94.5533	-46.8647	-141.418
10	62	-120.81	-49.5685	-170.379
11	62.2	-145.345	-47.4254	-192.771
12	62.4	-129.632	-50.8479	-180.48
13	62.6	-109.97	-47.016	-156.986
14	62.8	-94.1862	-59.4907	-153.677
15	63	-129.972	-53.7907	-183.763
16	63.2	-122.176	-48.4574	-170.633
17	63.4	-86.6893	-48.8002	-135.489
18	63.6	-126.557	-45.3082	-171.865
19	63.8	-98.4579	-41.4153	-139.873
20	64	-140.284	-31.3739	-171.658
21	64.2	-154.506	-34.8618	-189.368
22	64.4	-161.246	-36.9156	-198.162
23	64.6	-141.77	-38.778	-180.548
24	64.8	-93.2485	-33.117	-126.366
25	65	-126.557	-39.6714	-166.228
26	65.2	-156.121	-29.3281	-185.449
27	65.4	-138.712	-37.5171	-176.229
28	65.6	-106.429	-32.7409	-139.17
29	65.8	-96.3002	-31.5603	-127.861
30	66	-116.835	-36.7676	-153.603
31	66.2	-69.453	-34.8887	-104.342
32	66.4	-56.4435	-34.9423	-91.3858
33	66.6	-93.3659	-33.1412	-126.507
34	66.8	-123.654	-24.5733	-148.227
35	67	-108.339	-29.3341	-137.673
36	67.2	-132.726	-30.8488	-163.574
37	67.4	-107.883	-38.0224	-145.905
38	67.6	-31.2084	-35.1573	-66.3657
39	67.8	-98.5113	-37.7694	-136.281
40	68	-128.411	-31.5307	-159.941
41	68.2	-117.085	-25.1265	-142.212
42	68.4	-92.5119	-31.8565	-124.368
43	68.6	-72.4161	-31.0581	-103.474
44	68.8	-55.3671	-29.457	-84.8241
45	69	-94.1506	-25.3878	-119.538
46	69.2	-98.1526	-21.9963	-120.149
47	69.4	-80.539	-23.4502	-103.989
48	69.6	-67.1052	-27.2481	-94.3533
49	69.8	-145.887	-36.7222	-182.609
50	70	-85.3107	-28.9888	-114.299
51	70.2	-47.5181	-38.0318	-85.5499
52	70.4	-86.5037	-35.002	-121.506
53	70.6	-86.6358	-34.0827	-120.719
54	70.8	-54.8735	-34.6335	-89.507
55	71	-73.1088	-30.7982	-103.907
56	71.2	-40.1715	-29.949	-70.1205
57	71.4	-59.0327	-27.8068	-86.8395
58	71.6	-72.5481	-31.4383	-103.986
59	71.8	-50.7914	-29.3424	-80.1338
60	72	-13.673	-31.7206	-45.3936
61	72.2	-39.2353	-31.2175	-70.4528
62	72.4	-28.8192	-27.6851	-56.5043
63	72.6	-40.9068	-27.8453	-68.7521
64	72.8	-43.0563	-27.9849	-71.0412
65	73	-12.1712	-30.5423	-42.7135
66	73.2	-69.1331	-31.6774	-100.81
67	73.4	-88.6028	-35.1677	-123.771
68	73.6	-92.7375	-30.3913	-123.129
69	73.8	-111.595	-31.3747	-142.969
70	74	-124.696	-33.593	-158.289
71	74.2	-102.832	-30.4311	-133.263
72	74.4	-145.048	-32.8927	-177.941
73	74.6	-93.4932	-32.8883	-126.382
74	74.8	-91.1945	-31.4147	-122.609
75	75	-82.8877	-29.0805	-111.968
76	75.2	-70.9692	-34.6888	-105.658
77	75.4	-91.6394	-30.8308	-122.47
78	75.6	-70.8269	-32.6699	-103.497
79	75.8	-82.0084	-31.5601	-113.569
80	76	-6.1635	-23.2989	-29.4624
81	76.2	23.4959	-28.8936	-5.3977
82	76.4	7.0476	-38.5198	-31.4722
83	76.6	-66.3857	-29.8067	-96.1924
84	76.8	-101.415	-33.5978	-135.012
85	77	-94.8874	-29.5039	-124.391
86	77.2	-70.3389	-27.2036	-97.5425
87	77.4	-71.254	-32.586	-103.84
88	77.6	-59.0044	-31.2376	-90.242
89	77.8	-52.0885	-35.7351	-87.8236
90	78	-65.1204	-36.2697	-101.39
91	78.2	-64.3549	-34.4868	-98.8417
92	78.4	-23.2102	-34.9905	-58.2007
93	78.6	-43.1665	-31.6696	-74.8361
94	78.8	-50.2795	-22.6132	-72.8927
95	79	-54.8025	-36.4041	-91.2066
96	79.2	-87.5509	-32.3982	-119.949
97	79.4	-20.6693	-30.8897	-51.559
98	79.6	-20.904	-38.307	-59.211
99	79.8	-23.4804	-39.8862	-63.3666
100	80	-53.4708	-44.9174	-98.3882
101	80.2	-46.8417	-40.5369	-87.3786
102	80.4	-57.437	-44.2115	-101.649
103	80.6	-64.1501	-36.4934	-100.643
104	80.8	-68.3874	-36.2553	-104.643
105	81	-74.8012	-45.4013	-120.202
106	81.2	-62.1998	-44.7922	-106.992
107	81.4	-82.247	-47.8544	-130.101
108	81.6	-90.2107	-40.8605	-131.071
109	81.8	-81.3252	-51.2585	-132.584
110	82	-72.1977	-54.4364	-126.634
111	82.2	-119.453	-36.979	-156.432
112	82.4	-124.393	-33.5207	-157.913
113	82.6	-101.019	-37.117	-138.136
114	82.8	-155.795	-37.5513	-193.347
115	83	-124.839	-42.4704	-167.31
116	83.2	-122.769	-32.0506	-154.82
117	83.4	-139.754	-36.1737	-175.927
118	83.6	-125.342	-33.1305	-158.473
119	83.8	-177.314	-21.5936	-198.908
120	84	-143.63	-35.219	-178.849
121	84.2	-62.1864	-31.3775	-93.5639
122	84.4	-110.179	-30.7318	-140.911
123	84.6	-106.237	-31.6028	-137.84
124	84.8	-108.215	-34.8028	-143.018
125	85	-130.527	-34.8237	-165.35
126	85.2	-186.829	-37.0175	-223.847
127	85.4	-204.807	-40.5694	-245.376
128	85.6	-193.117	-48.516	-241.633
129	85.8	-214.661	-47.6034	-262.264
130	86	-199.407	-40.495	-239.902
131	86.2	-165.808	-44.7912	-210.6
132	86.4	-170.598	-43.5167	-214.115
133	86.6	-146.002	-51.9959	-197.998
134	86.8	-138.725	-48.3369	-187.062
135	87	-154.576	-57.9394	-212.516
136	87.2	-183.51	-41.4445	-224.955
137	87.4	-201.375	-41.0102	-242.385
138	87.6	-179.64	-44.3724	-224.012
139	87.8	-127.486	-38.4775	-165.963
140	88	-195.539	-33.1886	-228.728
141	88.2	-138.145	-39.56	-177.705
142	88.4	-142.993	-44.9916	-187.985
143	88.6	-171.571	-41.2254	-212.796
144	88.8	-181.284	-43.8869	-225.171
145	89	-155.381	-43.0462	-198.427
146	89.2	-178.702	-36.6754	-215.377
147	89.4	-204.809	-50.9576	-255.767
148	89.6	-190.396	-49.186	-239.582
149	89.8	-116.551	-41.7373	-158.288
150	90	-119.363	-40.4844	-159.847
151	90.2	-132.941	-39.3396	-172.281
152	90.4	-169.534	-48.1697	-217.703
153	90.6	-126.749	-42.1	-168.849
154	90.8	-118.779	-40.5199	-159.298
155	91	-126.122	-33.7068	-159.829
156	91.2	-85.4084	-38.4047	-123.813
157	91.4	-154.903	-37.7006	-192.604
158	91.6	-141.465	-47.451	-188.916
159	91.8	-132.809	-55.7348	-188.543
160	92	-166.846	-53.6386	-220.484
161	92.2	-162.885	-49.4557	-212.34
162	92.4	-153.768	-47.3465	-201.114
163	92.6	-133.671	-40.374	-174.045
164	92.8	-96.6161	-45.4646	-142.081
165	93	-167.68	-45.4468	-213.127
166	93.2	-175.389	-41.7963	-217.185
167	93.4	-162.819	-42.7373	-205.556
168	93.6	-158.891	-51.3887	-210.279
169	93.8	-148.021	-53.8319	-201.852
170	94	-183.069	-55.711	-238.78
171	94.2	-163.981	-48.4118	-212.393
172	94.4	-179.146	-51.9203	-231.066
173	94.6	-171.78	-55.8944	-227.675
174	94.8	-200.33	-42.8669	-243.197
175	95	-173.019	-49.1228	-222.142
176	95.2	-161.916	-38.4055	-200.322
177	95.4	-179.073	-39.7863	-218.859
178	95.6	-139.323	-35.5146	-174.837
179	95.8	-148.391	-43.2148	-191.606
180	96	-105.136	-44.6329	-149.769
181	96.2	-56.728	-42.8699	-99.5979
182	96.4	-73.6758	-46.3013	-119.977
183	96.6	-110.347	-44.4647	-154.811
184	96.8	-120.815	-42.0974	-162.912
185	97	-159.143	-47.221	-206.364
186	97.2	-151.253	-41.0161	-192.269
187	97.4	-150.15	-48.8229	-198.973
188	97.6	-95.3747	-45.7255	-141.1
189	97.8	-171.81	-44.167	-215.977
190	98	-132.684	-48.7574	-181.442
191	98.2	-107.186	-40.6011	-147.787
192	98.4	-129.823	-47.8114	-177.635
193	98.6	-153.158	-49.228	-202.386
194	98.8	-162.61	-52.4202	-215.031
195	99	-156.296	-35.4583	-191.755
196	99.2	-82.1596	-48.5365	-130.696
197	99.4	-107.545	-47.6369	-155.182
198	99.6	-137.229	-46.4477	-183.677
199	99.8	-109.853	-43.0507	-152.903
200	100	-132.206	-48.2824	-180.489
201	100.2	-152.103	-46.1944	-198.297
202	100.4	-141.978	-41.0356	-183.014
203	100.6	-153.616	-46.0981	-199.714
204	100.8	-151.545	-43.827	-195.372
205	101	-122.739	-43.5985	-166.338
206	101.2	-121.335	-39.0445	-160.379
207	101.4	-163.579	-36.6883	-200.267
208	101.6	-111.062	-42.1647	-153.227
209	101.8	-130.474	-37.3816	-167.855
210	102	-185.448	-41.8787	-227.327
211	102.2	-159.303	-43.7598	-203.063
212	102.4	-138.833	-46.0708	-184.904
213	102.6	-114.655	-46.3651	-161.02
214	102.8	-142.732	-47.7757	-190.508
215	103	-130.223	-49.9079	-180.13
