Frame	Time	Elec	VdW	Nonbond
0	60	-289.91	-58.6864	-348.597
1	60.2	-305.769	-53.6255	-359.395
2	60.4	-184.746	-42.3707	-227.116
3	60.6	-246.468	-51.4865	-297.954
4	60.8	-273.45	-36.4529	-309.903
5	61	-261.021	-42.9464	-303.967
6	61.2	-252.16	-42.0193	-294.18
7	61.4	-182.321	-27.6739	-209.995
8	61.6	-221.002	-36.4845	-257.486
9	61.8	-169.161	-44.3829	-213.544
10	62	-213.891	-32.1312	-246.022
11	62.2	-79.0623	-25.2987	-104.361
12	62.4	-66.2293	-27.1515	-93.3808
13	62.6	-67.5736	-24.7815	-92.3551
14	62.8	-145.44	-31.6414	-177.081
15	63	-131.571	-20.6672	-152.238
16	63.2	-199.985	-26.0044	-225.989
17	63.4	-96.3606	-19.471	-115.832
18	63.6	-241.214	-30.9031	-272.117
19	63.8	-171.934	-31.273	-203.207
20	64	-171.754	-30.7342	-202.488
21	64.2	-160.413	-32.4481	-192.861
22	64.4	-159.856	-34.5554	-194.411
23	64.6	-155.868	-23.2733	-179.141
24	64.8	-128.361	-30.0152	-158.376
25	65	-95.4461	-28.6204	-124.067
26	65.2	-118.204	-22.9181	-141.122
27	65.4	-97.1494	-21.8881	-119.037
28	65.6	-113.564	-28.0282	-141.592
29	65.8	-162.302	-32.3186	-194.62
30	66	-265.699	-28.3161	-294.015
31	66.2	-133.149	-29.5273	-162.676
32	66.4	-130.981	-24.8203	-155.801
33	66.6	-165.878	-26.752	-192.63
34	66.8	-136.751	-24.8327	-161.583
35	67	-190.539	-24.3988	-214.938
36	67.2	-162.382	-28.7888	-191.171
37	67.4	-200.41	-29.1241	-229.535
38	67.6	-129.037	-26.4532	-155.49
39	67.8	-124.842	-23.2227	-148.064
40	68	-144.093	-15.6808	-159.774
41	68.2	-163.146	-22.4131	-185.559
42	68.4	-142.843	-25.227	-168.07
43	68.6	-184.241	-21.132	-205.373
44	68.8	-100.544	-20.3836	-120.928
45	69	-87.0931	-19.7915	-106.885
46	69.2	-132.75	-16.6046	-149.355
47	69.4	-137.664	-22.6647	-160.328
48	69.6	-43.2093	-24.2674	-67.4767
49	69.8	-109.205	-27.4623	-136.667
50	70	-109.98	-26.1828	-136.163
51	70.2	-154.242	-34.7325	-188.974
52	70.4	-162.601	-31.9856	-194.586
53	70.6	-108.234	-28.2284	-136.463
54	70.8	-150.949	-28.7019	-179.65
55	71	-154.806	-33.2291	-188.036
56	71.2	-139.993	-33.3675	-173.36
57	71.4	-127.291	-31.4837	-158.775
58	71.6	-139.665	-35.1712	-174.836
59	71.8	-100.01	-23.7402	-123.751
60	72	-102.591	-27.467	-130.058
61	72.2	-71.5629	-22.5151	-94.078
62	72.4	-122.881	-30.1892	-153.071
63	72.6	-91.7541	-39.5617	-131.316
64	72.8	-102.92	-40.3886	-143.309
65	73	-141.911	-42.2535	-184.164
66	73.2	-188.544	-39.7579	-228.302
67	73.4	-180.579	-33.5883	-214.168
68	73.6	-162.962	-44.365	-207.327
69	73.8	-245.261	-46.4807	-291.741
70	74	-263.08	-41.2195	-304.299
71	74.2	-174.382	-47.6364	-222.018
72	74.4	-265.32	-43.2151	-308.535
73	74.6	-190.433	-41.5254	-231.959
74	74.8	-160.811	-42.991	-203.802
75	75	-200.922	-43.2084	-244.131
76	75.2	-285.994	-45.0032	-330.997
77	75.4	-322.266	-52.5382	-374.804
78	75.6	-280.452	-39.4569	-319.909
79	75.8	-244.39	-48.4419	-292.832
80	76	-243.997	-43.7741	-287.771
81	76.2	-243.372	-40.8213	-284.194
82	76.4	-223.59	-37.0715	-260.661
83	76.6	-174.145	-46.5831	-220.728
84	76.8	-183.559	-44.316	-227.875
85	77	-141.299	-43.0887	-184.387
86	77.2	-255.231	-36.5225	-291.753
87	77.4	-238.886	-44.8304	-283.716
88	77.6	-304.603	-47.092	-351.695
89	77.8	-266.828	-39.5208	-306.349
90	78	-341.926	-31.1844	-373.11
91	78.2	-289.493	-32.2567	-321.749
92	78.4	-288.882	-31.8685	-320.751
93	78.6	-378.358	-41.2644	-419.623
94	78.8	-263.707	-39.7398	-303.447
95	79	-303.104	-40.1054	-343.209
96	79.2	-366.715	-45.614	-412.329
97	79.4	-401.269	-53.6323	-454.901
98	79.6	-412.908	-51.0374	-463.945
