Frame         Time          Elec          VdW           Nonbond       Total         
0             0             -5.3161       -3.1876       -8.5037       -8.5037       
1             1             +1.0591       -2.8633       -1.8042       -1.8042       
2             2             +8.32         -3.1513       +5.1687       +5.1687       
3             3             +0.7516       -3.0571       -2.3055       -2.3055       
4             4             +3.1828       -3.163        +0.0198       +0.0198       
5             5             +1.6423       -2.7032       -1.0609       -1.0609       
6             6             +1.7697       -2.8057       -1.036        -1.036        
7             7             +8.4134       -3.9479       +4.4655       +4.4655       
8             8             -6.2773       -3.9026       -10.1799      -10.1799      
9             9             +3.9297       -3.6099       +0.3198       +0.3198       
10            10            -1.3039       -3.2157       -4.5196       -4.5196       
11            11            +0.1492       -3.2401       -3.0909       -3.0909       
12            12            -16.4949      -6.787        -23.2819      -23.2819      
13            13            +3.4902       -6.6828       -3.1926       -3.1926       
14            14            -2.7183       -6.2198       -8.9381       -8.9381       
15            15            +0.6266       -3.7033       -3.0767       -3.0767       
16            16            -16.6174      -3.5145       -20.1319      -20.1319      
17            17            -6.2564       -3.9868       -10.2432      -10.2432      
18            18            -1.6719       -5.6572       -7.3291       -7.3291       
19            19            +1.1141       -5.7404       -4.6263       -4.6263       
20            20            -5.1001       -3.4215       -8.5216       -8.5216       
21            21            -0.6361       -5.6473       -6.2834       -6.2834       
22            22            -6.3242       -3.7393       -10.0635      -10.0635      
23            23            +0.7107       -3.8652       -3.1545       -3.1545       
24            24            -1.1004       -4.8264       -5.9268       -5.9268       
25            25            +0.3239       -4.5358       -4.2119       -4.2119       
26            26            -1.9873       -5.2285       -7.2158       -7.2158       
27            27            +3.879        -4.7133       -0.8343       -0.8343       
28            28            +8.6652       -5.2007       +3.4645       +3.4645       
29            29            +0.3901       -6.0892       -5.6991       -5.6991       
30            30            +1.126        -4.6724       -3.5464       -3.5464       
31            31            -1.5641       -3.4728       -5.0369       -5.0369       
32            32            -8.1957       -4.7857       -12.9814      -12.9814      
33            33            -8.0276       -4.7741       -12.8017      -12.8017      
34            34            -1.8584       -3.9421       -5.8005       -5.8005       
35            35            -1.5082       -6.4257       -7.9339       -7.9339       
36            36            -1.7814       -5.9745       -7.7559       -7.7559       
37            37            -0.2511       -5.2185       -5.4696       -5.4696       
38            38            -5.7699       -7.0907       -12.8606      -12.8606      
39            39            -12.4539      -6.6936       -19.1475      -19.1475      
40            40            -4.4495       -5.9667       -10.4162      -10.4162      
41            41            -13.587       -3.7497       -17.3367      -17.3367      
42            42            -1.9312       -4.9748       -6.906        -6.906        
43            43            -4.0315       -2.1244       -6.1559       -6.1559       
44            44            +4.3795       -4.8691       -0.4896       -0.4896       
45            45            -1.8284       -4.9213       -6.7497       -6.7497       
46            46            +1.3093       -4.5533       -3.244        -3.244        
47            47            -0.6077       -5.8956       -6.5033       -6.5033       
48            48            +1.1705       -4.313        -3.1425       -3.1425       
49            49            -0.4392       -5.9585       -6.3977       -6.3977       
50            50            -3.6807       -4.0687       -7.7494       -7.7494       
51            51            +1.5565       -4.3565       -2.8          -2.8          
52            52            -3.4569       -5.0395       -8.4964       -8.4964       
53            53            -5.8659       -4.0664       -9.9323       -9.9323       
54            54            -5.5921       -5.8933       -11.4854      -11.4854      
55            55            -4.7571       -5.5146       -10.2717      -10.2717      
56            56            -5.2408       -5.6796       -10.9204      -10.9204      
57            57            -5.3151       -5.3681       -10.6832      -10.6832      
58            58            -0.2002       -3.9996       -4.1998       -4.1998       
59            59            -1.4912       -4.7045       -6.1957       -6.1957       
60            60            -2.978        -5.5109       -8.4889       -8.4889       
61            61            +0.9212       -5.3739       -4.4527       -4.4527       
62            62            -10.106       -4.0909       -14.1969      -14.1969      
63            63            -5.8911       -3.6801       -9.5712       -9.5712       
64            64            -4.8715       -5.3673       -10.2388      -10.2388      
65            65            -2.7275       -2.4627       -5.1902       -5.1902       
66            66            -4.3291       -4.8643       -9.1934       -9.1934       
67            67            -0.7143       -3.7108       -4.4251       -4.4251       
68            68            +1.1451       -4.2837       -3.1386       -3.1386       
69            69            -8.7935       -3.8323       -12.6258      -12.6258      
70            70            +0.9653       -1.5736       -0.6083       -0.6083       
71            71            +4.48         -3.1514       +1.3286       +1.3286       
72            72            +7.4268       -4.1144       +3.3124       +3.3124       
73            73            +6.317        -5.6235       +0.6935       +0.6935       
74            74            -3.7231       -4.2521       -7.9752       -7.9752       
75            75            +3.145        -7.2765       -4.1315       -4.1315       
76            76            -0.2587       -4.2929       -4.5516       -4.5516       
77            77            +0.7722       -6.0422       -5.27         -5.27         
78            78            -12.4917      -5.1817       -17.6734      -17.6734      
79            79            +1.082        -3.9539       -2.8719       -2.8719       
80            80            +5.7202       -6.6813       -0.9611       -0.9611       
81            81            +10.4528      -6.2989       +4.1539       +4.1539       
82            82            +4.5703       -4.4905       +0.0798       +0.0798       
83            83            +2.2391       -5.5365       -3.2974       -3.2974       
84            84            +1.2929       -3.9549       -2.662        -2.662        
85            85            -1.583        -3.0787       -4.6617       -4.6617       
86            86            -3.4688       -4.2057       -7.6745       -7.6745       
87            87            -1.689        -3.8029       -5.4919       -5.4919       
88            88            -9.112        -3.6254       -12.7374      -12.7374      
89            89            -8.1189       -5.548        -13.6669      -13.6669      
