Frame         Time          Elec          VdW           Nonbond       Total         
0             0             -1.8796       -9.7543       -11.6339      -11.6339      
1             1             +0.1863       -9.4015       -9.2152       -9.2152       
2             2             +1.6056       -11.9045      -10.2989      -10.2989      
3             3             +0.0813       -12.0243      -11.943       -11.943       
4             4             -2.6041       -9.8452       -12.4493      -12.4493      
5             5             -4.1266       -10.4618      -14.5884      -14.5884      
6             6             -3.6381       -11.0842      -14.7223      -14.7223      
7             7             -4.4223       -12.5917      -17.014       -17.014       
8             8             +2.5094       -10.2459      -7.7365       -7.7365       
9             9             -0.7026       -11.4171      -12.1197      -12.1197      
10            10            -3.5212       -10.9502      -14.4714      -14.4714      
11            11            -6.1996       -10.4214      -16.621       -16.621       
12            12            -6.9575       -11.4443      -18.4018      -18.4018      
13            13            -9.7837       -12.3871      -22.1708      -22.1708      
14            14            -8.2786       -13.6098      -21.8884      -21.8884      
15            15            -5.4032       -10.4237      -15.8269      -15.8269      
16            16            -7.386        -11.2392      -18.6252      -18.6252      
17            17            -9.6954       -9.2491       -18.9445      -18.9445      
18            18            -9.6379       -10.857       -20.4949      -20.4949      
19            19            -8.4642       -12.4518      -20.916       -20.916       
20            20            -5.2662       -13.5474      -18.8136      -18.8136      
21            21            -6.8528       -12.0568      -18.9096      -18.9096      
22            22            -4.1042       -11.5492      -15.6534      -15.6534      
23            23            -6.5096       -11.9254      -18.435       -18.435       
24            24            -7.8234       -11.3921      -19.2155      -19.2155      
25            25            -8.1732       -11.7149      -19.8881      -19.8881      
26            26            -14.4804      -10.7948      -25.2752      -25.2752      
27            27            -12.0229      -13.3139      -25.3368      -25.3368      
28            28            -9.1378       -14.106       -23.2438      -23.2438      
29            29            -6.0665       -12.5343      -18.6008      -18.6008      
30            30            -7.8909       -12.3393      -20.2302      -20.2302      
31            31            -9.1986       -10.3436      -19.5422      -19.5422      
32            32            -11.0443      -12.1276      -23.1719      -23.1719      
33            33            -10.6055      -14.3179      -24.9234      -24.9234      
34            34            -11.0766      -11.0056      -22.0822      -22.0822      
35            35            -9.3194       -11.852       -21.1714      -21.1714      
36            36            -14.0572      -12.8269      -26.8841      -26.8841      
37            37            -13.5861      -12.5254      -26.1115      -26.1115      
38            38            -10.0247      -15.3549      -25.3796      -25.3796      
39            39            -12.1225      -12.3321      -24.4546      -24.4546      
40            40            -10.5386      -12.2542      -22.7928      -22.7928      
41            41            -9.1609       -10.6702      -19.8311      -19.8311      
42            42            -5.1111       -10.5325      -15.6436      -15.6436      
43            43            -3.1815       -13.5213      -16.7028      -16.7028      
44            44            -2.3863       -11.4638      -13.8501      -13.8501      
45            45            -2.4173       -11.7181      -14.1354      -14.1354      
46            46            -2.551        -10.4404      -12.9914      -12.9914      
47            47            -3.7703       -12.4175      -16.1878      -16.1878      
48            48            -4.435        -12.9203      -17.3553      -17.3553      
49            49            -2.1036       -10.7388      -12.8424      -12.8424      
50            50            -1.4971       -11.765       -13.2621      -13.2621      
51            51            +0.4913       -12.0439      -11.5526      -11.5526      
52            52            -1.2446       -11.6167      -12.8613      -12.8613      
53            53            -4.1932       -11.5276      -15.7208      -15.7208      
54            54            -5.7358       -13.0218      -18.7576      -18.7576      
55            55            -11.3121      -14.9712      -26.2833      -26.2833      
56            56            -10.6374      -12.2284      -22.8658      -22.8658      
57            57            -12.6256      -13.3375      -25.9631      -25.9631      
58            58            -7.8124       -10.9952      -18.8076      -18.8076      
59            59            -10.1204      -12.5947      -22.7151      -22.7151      
60            60            -7.9743       -12.9968      -20.9711      -20.9711      
61            61            -5.0288       -10.0299      -15.0587      -15.0587      
62            62            -9.5006       -11.218       -20.7186      -20.7186      
63            63            -10.0524      -10.4099      -20.4623      -20.4623      
64            64            -10.6624      -12.0333      -22.6957      -22.6957      
65            65            -9.6643       -11.1616      -20.8259      -20.8259      
66            66            -10.9373      -10.5776      -21.5149      -21.5149      
67            67            -10.5098      -11.5232      -22.033       -22.033       
68            68            -8.1409       -11.3348      -19.4757      -19.4757      
69            69            -14.0042      -12.1692      -26.1734      -26.1734      
70            70            -6.5385       -11.0691      -17.6076      -17.6076      
71            71            -6.7403       -9.451        -16.1913      -16.1913      
72            72            -1.1071       -11.0281      -12.1352      -12.1352      
73            73            -10.5305      -11.2286      -21.7591      -21.7591      
74            74            -4.6936       -13.4806      -18.1742      -18.1742      
75            75            -6.2425       -10.1595      -16.402       -16.402       
76            76            -4.2934       -10.9389      -15.2323      -15.2323      
77            77            -2.6196       -12.2491      -14.8687      -14.8687      
78            78            -3.284        -12.8878      -16.1718      -16.1718      
79            79            -4.545        -10.1574      -14.7024      -14.7024      
80            80            -6.2712       -10.0774      -16.3486      -16.3486      
81            81            -3.8105       -7.2601       -11.0706      -11.0706      
82            82            -1.72         -9.9741       -11.6941      -11.6941      
83            83            -1.8789       -10.1818      -12.0607      -12.0607      
84            84            -4.5586       -12.4871      -17.0457      -17.0457      
85            85            -4.7303       -10.261       -14.9913      -14.9913      
86            86            -1.367        -10.672       -12.039       -12.039       
87            87            -1.2174       -9.1508       -10.3682      -10.3682      
88            88            -3.483        -11.536       -15.019       -15.019       
89            89            -2.0429       -9.0504       -11.0933      -11.0933      
90            90            -2.7777       -10.6868      -13.4645      -13.4645      
91            91            -6.3928       -10.8684      -17.2612      -17.2612      
92            92            -3.5578       -7.9354       -11.4932      -11.4932      
93            93            -4.2041       -10.8996      -15.1037      -15.1037      
94            94            -2.9923       -9.2936       -12.2859      -12.2859      
95            95            -1.7993       -9.955        -11.7543      -11.7543      
96            96            -6.5766       -11.7443      -18.3209      -18.3209      
97            97            -5.1823       -9.7323       -14.9146      -14.9146      
98            98            -9.8745       -10.0777      -19.9522      -19.9522      
99            99            -13.2998      -9.3898       -22.6896      -22.6896      
100           100           -11.9894      -9.2963       -21.2857      -21.2857      
101           101           -8.5212       -7.446        -15.9672      -15.9672      
102           102           -4.9705       -9.3324       -14.3029      -14.3029      
103           103           -7.1817       -10.6871      -17.8688      -17.8688      
104           104           -6.2382       -11.1353      -17.3735      -17.3735      
105           105           -3.0071       -9.506        -12.5131      -12.5131      
